"","X","age","state.code","county.code","income","sex","education","race","degree","employed","person","county","subregion","lat","long","group"
"208",1135,29,6,67,25008.4477247205,"female",13,"White only","no 4-year degree",NA,1454,"sacramento","sacramento",38.282417501889,-121.498359602139,1
"209",151,31,6,37,44464.0214773826,"female",16,"White only","4-year degree",1,305,"los angeles","los angeles",33.9756838311856,-118.338367105437,1
"210",1381,31,6,0,14603.0494542094,"female",20,"Asian only","4-year degree",1,2081,"unknown","san diego",33.0404815962206,-117.243919180103,1
"211",877,32,6,0,50553.3714243211,"male",12,"White only","no 4-year degree",1,1175,"unknown","los angeles",34.1333222832262,-118.574061568394,1
"212",2048,25,6,0,0,"female",13,"White only","no 4-year degree",NA,1183,"unknown","san diego",34.1116441916576,-118.245496527682,1
"213",980,29,6,75,184572.199533787,"male",16,"Asian only","4-year degree",1,1879,"san francisco","san francisco",37.7510076097808,-122.401727312587,1
"214",1599,34,6,67,0,"female",16,"Hawaiian/Pacific Islander only (HP)","4-year degree",NA,1464,"sacramento","sacramento",38.5081977056221,-121.547434610284,1
"215",2162,25,6,37,28945.8014454227,"male",14,"White only","no 4-year degree",1,563,"los angeles","los angeles",33.9960948569221,-118.364830849819,1
"216",1087,26,6,37,23665.2983441949,"male",12,"Black only","no 4-year degree",1,437,"los angeles","los angeles",34.0414192333079,-118.412016043352,1
"217",2259,30,6,37,23402,"female",9,"Black only","no 4-year degree",1,613,"los angeles","los angeles",34.0520505684082,-118.58844052099,1
"218",1341,32,6,37,0,"female",13,"White only","no 4-year degree",NA,667,"los angeles","los angeles",34.0175885585995,-118.27476602572,1
"219",470,27,6,37,0,"male",16,"White only","4-year degree",NA,728,"los angeles","los angeles",34.027110261496,-118.475040456824,1
"220",1365,32,6,75,0,"male",18,"White only","4-year degree",NA,1883,"san francisco","san francisco",37.7566872723698,-122.409695510869,1
"221",2271,32,6,99,140483.417082578,"female",16,"White only","4-year degree",1,1033,"stanislaus","stanislaus",37.4242232613756,-121.180645889319,1
"222",1901,28,6,113,0,"female",13,"White only","no 4-year degree",NA,1472,"yolo","yolo",38.6782987682599,-121.804039828276,1
"223",1940,31,6,73,75168.7622945756,"male",13,"White only","no 4-year degree",1,1630,"san diego","san diego",32.9864515704961,-117.20708993525,1
"224",2162,25,6,37,29211.1349198036,"male",14,"White only","no 4-year degree",1,563,"los angeles","los angeles",33.985652840966,-118.020490232938,1
"225",720,29,6,107,0,"male",10,"White only","no 4-year degree",NA,2263,"tulare","tulare",36.3409696541323,-118.626153859153,1
"226",909,33,6,73,59205.9918725863,"male",14,"White only","no 4-year degree",1,1514,"san diego","san diego",33.0434664068658,-117.225020954062,1
"227",1742,31,6,0,61879.3445873074,"female",14,"White-Asian","no 4-year degree",1,1341,"unknown","san joaquin",33.1307298121266,-117.160150468146,1
"228",355,29,6,0,0,"female",13,"White only","no 4-year degree",NA,1207,"unknown","ventura",32.9314923299677,-117.144796285646,1
"229",1138,31,6,59,20000,"male",12,"Asian only","no 4-year degree",1,901,"orange","orange",33.5352559297754,-117.623028599098,1
"230",474,26,6,89,0,"male",12,"Hawaiian/Pacific Islander only (HP)","no 4-year degree",NA,1111,"shasta","shasta",40.5629500540789,-122.580003779783,1
"231",2110,35,6,0,24757.095129462,"female",12,"White only","no 4-year degree",1,1325,"unknown","orange",34.0522703010685,-118.192104826063,1
"232",2186,27,6,37,5724.6812242968,"female",13,"White only","no 4-year degree",1,726,"los angeles","los angeles",34.0195458263278,-118.340663174739,1
"233",342,25,6,111,46262.8796091303,"male",13,"White only","no 4-year degree",1,1065,"ventura","ventura",34.5634714940026,-119.081449773723,1
"234",1622,31,6,95,75550.5082697608,"female",18,"White only","4-year degree",1,2245,"solano","solano",38.1753928956483,-121.981034123542,1
"235",1867,32,6,83,21720.9205757361,"male",16,"White only","4-year degree",1,2137,"santa barbara","santa barbara",34.7990259575688,-120.179956870978,1
"236",201,35,6,59,68781.3897277229,"male",12,"White only","no 4-year degree",1,1002,"orange","orange",33.6777662042452,-117.788165551652,1
"237",1360,25,6,73,21653.7621086463,"female",11,"White-Black-Asian","no 4-year degree",1,1560,"san diego","san diego",32.7889829545661,-117.203575167594,1
"238",779,27,6,19,0,"female",12,"White only","no 4-year degree",0,144,"fresno","fresno",36.8761705682094,-119.627062440823,1
"239",1832,35,6,95,57529.3486007489,"male",12,"White only","no 4-year degree",1,2252,"solano","solano",38.2104016369247,-121.934717010915,1
"240",163,29,6,59,0,"male",11,"White only","no 4-year degree",0,894,"orange","orange",33.6730569775629,-117.73961440428,1
"241",342,25,6,111,49397.0400723629,"male",13,"White only","no 4-year degree",1,1065,"ventura","ventura",34.4710649859518,-119.160095130605,1
"242",1532,35,6,0,35004.1703041643,"female",13,"White only","no 4-year degree",1,2003,"unknown","sacramento",34.0370115499309,-118.216427515972,1
"243",28,29,6,37,12225.6474880502,"female",16,"White only","4-year degree",1,343,"los angeles","los angeles",34.2732104256133,-118.155232778784,1
"244",1268,28,6,0,81415.7324917614,"female",18,"White only","4-year degree",1,2063,"unknown","los angeles",37.9236540899692,-121.277848582933,1
"245",8,30,6,0,19239.7763140965,"male",14,"White only","no 4-year degree",1,1211,"unknown","sonoma",33.9636343567555,-118.215396331935,1
"246",91,33,6,37,23840.1509955525,"male",12,"White only","no 4-year degree",1,369,"los angeles","los angeles",33.9415460155689,-118.102915694556,1
"247",1353,28,6,37,1e+05,"male",16,"White only","4-year degree",1,372,"los angeles","los angeles",34.1171842657136,-118.23275053699,1
"248",1899,28,6,1,162133.839398623,"female",18,"Asian only","4-year degree",1,1720,"alameda","alameda",37.7394991810948,-121.721723068276,1
"249",759,32,6,0,50000,"male",16,"Hawaiian/Pacific Islander only (HP)","4-year degree",1,1366,"unknown","san diego",33.0962192159343,-117.240744216113,1
"250",531,32,6,81,124370.832983404,"male",13,"White only","no 4-year degree",1,1951,"san mateo","san mateo",37.4154838820557,-122.229492943361,1
"251",1988,30,6,95,0,"female",16,"White only","4-year degree",NA,2233,"solano","solano",38.196869468522,-121.950286428297,1
"252",1462,30,6,0,0,"male",12,"White only","no 4-year degree",NA,67,"unknown","kings",34.3128007484386,-118.491713477867,1
"253",8,30,6,0,20635.2421724238,"male",14,"White only","no 4-year degree",1,1211,"unknown","sonoma",33.9403944643496,-118.249495729588,1
"254",2074,33,6,37,92308.3643647842,"male",12,"American Indian, Alaskan Native only (AI)","no 4-year degree",1,211,"los angeles","los angeles",34.0514957882342,-118.357765785963,1
"255",1047,33,6,37,48642.5954493228,"female",13,"White only","no 4-year degree",1,658,"los angeles","los angeles",34.0720255298627,-118.421142441488,1
"256",749,31,6,99,48400.7627796382,"male",12,"White-AI","no 4-year degree",1,1043,"stanislaus","stanislaus",37.5404651972833,-121.211381671093,1
"257",359,26,6,37,0,"male",12,"Black only","no 4-year degree",1,828,"los angeles","los angeles",34.1708611715013,-118.362316039887,1
"258",327,34,6,0,17512.3817475047,"female",11,"White only","no 4-year degree",1,1295,"unknown","los angeles",33.6440481077651,-117.693884685329,1
"259",207,27,6,0,27223.7637927756,"male",12,"White only","no 4-year degree",1,1257,"unknown","orange",33.2131159078913,-117.269859136504,1
"260",1712,26,6,37,9393.35286495835,"female",16,"White only","4-year degree",1,221,"los angeles","los angeles",34.51531605224,-117.694459730681,1
"261",340,26,6,0,32378.516331315,"male",12,"White only","no 4-year degree",1,1192,"unknown","san joaquin",34.0669487589895,-118.099267756835,1
"262",1767,34,6,0,0,"female",12,"White only","no 4-year degree",NA,1193,"unknown","shasta",37.6722767243142,-122.003511590353,1
"263",563,30,6,29,40000,"male",12,"White only","no 4-year degree",1,17,"kern","kern",35.388721100988,-118.783081076701,1
"264",1436,34,6,59,73067.2931520268,"male",16,"White only","4-year degree",1,931,"orange","orange",33.6433297749465,-117.698885604957,1
"265",1514,30,6,37,0,"male",12,"White-Asian","no 4-year degree",0,619,"los angeles","los angeles",34.0413383439309,-118.447178395907,1
"266",853,30,6,0,33496.7303877231,"female",12,"White only","no 4-year degree",1,2090,"unknown","kings",33.1247933653231,-117.024817859936,1
"267",1848,34,6,37,92937.3514652252,"female",18,"White only","4-year degree",1,195,"los angeles","los angeles",33.8494851273761,-118.374245019088,1
"268",1929,29,6,75,77285.6678892858,"male",18,"White only","4-year degree",1,1867,"san francisco","san francisco",37.7436045239644,-122.390241240351,1
"269",261,32,6,19,0,"female",16,"Asian only","4-year degree",NA,161,"fresno","fresno",36.5791263403715,-119.798218907705,1
"270",549,34,6,81,259625.112544745,"male",16,"White only","4-year degree",1,1950,"san mateo","san mateo",37.4997192584894,-122.361218449453,1
"271",505,33,6,37,28000,"male",12,"White only","no 4-year degree",1,481,"los angeles","los angeles",34.0573763099739,-118.232387414499,1
"272",491,25,6,73,26306.9330010563,"male",13,"White only","no 4-year degree",NA,1621,"san diego","san diego",32.8513905908727,-117.128014272079,1
"273",668,35,6,73,107628.138674423,"male",16,"White only","4-year degree",1,1647,"san diego","san diego",32.896374588147,-117.041188387001,1
"274",661,27,6,37,34204.1772067547,"female",14,"Black only","no 4-year degree",1,688,"los angeles","los angeles",33.9777487958715,-118.346023891239,1
"275",378,25,6,31,0,"male",13,"American Indian, Alaskan Native only (AI)","no 4-year degree",1,177,"kings","kings",36.1847204621447,-119.891633643385,1
"276",964,26,6,37,0,"male",16,"Asian only","4-year degree",NA,458,"los angeles","los angeles",34.1212524064029,-118.166235256691,1
"277",1457,30,6,37,30130.9842482209,"male",12,"White only","no 4-year degree",1,708,"los angeles","los angeles",33.9079764832133,-118.33369453641,1
"278",795,31,6,0,64878.5134077072,"female",16,"White only","4-year degree",1,1850,"unknown","los angeles",36.9049752435768,-119.640455579008,1
"279",2129,28,6,37,0,"female",14,"White only","no 4-year degree",NA,820,"los angeles","los angeles",34.0856791948093,-118.269590777588,1
"280",95,28,6,37,28000,"male",13,"White only","no 4-year degree",1,355,"los angeles","los angeles",34.0083999846697,-118.300262145467,1
"281",465,25,6,0,0,"male",13,"White only","no 4-year degree",NA,1326,"unknown","los angeles",36.7805299370245,-119.725006984341,1
"282",1638,27,6,0,0,"male",12,"White only","no 4-year degree",NA,1194,"unknown","los angeles",33.9161133341451,-118.229002341442,1
"283",1405,28,6,19,57030.8543978259,"female",14,"White only","no 4-year degree",1,118,"fresno","fresno",36.9006330435331,-119.658638210397,1
"284",2270,31,6,59,85000,"male",16,"White only","4-year degree",1,933,"orange","orange",33.6601170933723,-117.904788606043,1
"285",499,33,6,111,108854.477396235,"male",13,"White only","no 4-year degree",1,1072,"ventura","ventura",34.4554474947492,-119.280372384749,1
"286",377,28,6,37,29601.041729562,"female",13,"White only","no 4-year degree",1,264,"los angeles","los angeles",34.0029681120345,-118.41213597841,1
"287",2219,25,6,37,91489.3991511781,"female",16,"White only","4-year degree",1,238,"los angeles","los angeles",34.0070835847697,-118.478854987519,1
"288",1052,34,6,19,29671.1264597252,"male",12,"White only","no 4-year degree",1,157,"fresno","fresno",36.9290052203994,-119.672320151926,1
"289",289,33,6,31,22354.7953370959,"male",12,"White only","no 4-year degree",1,169,"kings","kings",35.8817986924787,-120.102166467304,1
"290",1254,25,6,73,0,"female",13,"White-Black-Asian","no 4-year degree",NA,1558,"san diego","san diego",32.8634449562499,-116.623622980804,1
"291",1764,25,6,73,44931.4667478204,"female",14,"White only","no 4-year degree",1,1552,"san diego","san diego",33.0553571760232,-117.247526067065,1
"292",492,28,6,37,0,"male",8,"White only","no 4-year degree",NA,377,"los angeles","los angeles",34.0200167315274,-118.061532969071,1
"293",729,28,6,0,60929.3809868395,"male",18,"White only","4-year degree",1,2064,"unknown","alameda",34.1580946432128,-118.169499082776,1
"294",1778,29,6,37,0,"female",12,"White only","no 4-year degree",NA,184,"los angeles","los angeles",33.9761274419163,-118.190889521479,1
"295",581,27,6,83,41193.0253934115,"male",12,"White only","no 4-year degree",1,2133,"santa barbara","santa barbara",34.7057298564316,-120.055417272484,1
"296",1933,29,6,37,1e+05,"male",16,"Black only","4-year degree",1,755,"los angeles","los angeles",34.0356518682292,-118.444564895213,1
"297",1423,25,6,37,47760.3966049477,"male",12,"White only","no 4-year degree",1,789,"los angeles","los angeles",33.970463794692,-118.174201081212,1
"298",1537,34,6,81,0,"female",11,"Asian only","no 4-year degree",NA,1935,"san mateo","san mateo",37.5602898658345,-122.348954691475,1
"299",2173,30,6,0,165877.961778315,"male",16,"White only","4-year degree",1,2028,"unknown","alameda",32.9545355934064,-117.155733262865,1
"300",1292,25,6,0,28698.6588290893,"female",12,"Black only","no 4-year degree",1,1248,"unknown","sacramento",33.9825291774898,-118.217733140322,1
"301",208,29,6,1,91176.8240682781,"female",16,"White only","4-year degree",1,1692,"alameda","alameda",37.681272170282,-121.77871572739,1
"302",1466,33,6,29,121266.077935696,"male",16,"White only","4-year degree",1,11,"kern","kern",35.1779419454639,-118.97474236193,1
"303",1492,32,6,0,16453.9155776147,"male",8,"White only","no 4-year degree",1,1140,"unknown","sacramento",33.2448456723219,-117.385501867986,1
"304",171,34,6,29,37926.1446775869,"female",13,"White only","no 4-year degree",1,15,"kern","kern",35.0806458099195,-119.339933005978,1
"305",339,27,6,0,0,"male",20,"White only","4-year degree",NA,2057,"unknown","tulare",34.2889373011481,-118.009512027208,1
"306",1893,32,6,111,0,"female",13,"White only","no 4-year degree",NA,1068,"ventura","ventura",34.4420561001882,-119.176453380883,1
"307",17,25,6,0,23853.0747184541,"male",14,"Asian only","no 4-year degree",1,1129,"unknown","san diego",38.290505117864,-121.534649991587,1
"308",1720,33,6,0,65178.3124692738,"male",18,"White only","4-year degree",1,1358,"unknown","san mateo",34.7553276718511,-120.237360489136,1
"309",1370,35,6,37,11400,"female",13,"White only","no 4-year degree",1,599,"los angeles","los angeles",34.046291657078,-118.465672552312,1
"310",1886,33,6,67,25000,"male",12,"Asian only","no 4-year degree",1,1413,"sacramento","sacramento",38.2964108335647,-121.442388579784,1
"311",933,33,6,31,33636.7397568189,"female",12,"White only","no 4-year degree",1,170,"kings","kings",35.9942283777,-119.665409492391,1
"312",742,31,6,37,5725.03159636259,"female",16,"White only","4-year degree",1,461,"los angeles","los angeles",34.1168804566611,-118.859522276335,1
"313",1662,31,6,37,40000,"male",13,"Black only","no 4-year degree",1,198,"los angeles","los angeles",33.8114822409586,-118.133922729295,1
"314",437,25,6,0,30000,"male",14,"White only","no 4-year degree",1,1199,"unknown","los angeles",34.1543953427601,-118.147928269955,1
"315",846,29,6,0,35048.7212247401,"male",13,"White only","no 4-year degree",1,1099,"unknown","los angeles",33.9360171437052,-118.139867188644,1
"316",111,35,6,77,25000,"female",14,"White only","no 4-year degree",1,2206,"san joaquin","san joaquin",37.9439491777569,-121.288871491317,1
"317",1639,32,6,0,34988.1878316402,"male",13,"White only","no 4-year degree",1,1173,"unknown","orange",34.1365131833802,-118.471199830917,1
"318",1021,34,6,81,150013.696015812,"female",16,"Asian only","4-year degree",1,1953,"san mateo","san mateo",37.4063543565929,-122.187576752198,1
"319",870,34,6,0,59642.1842351556,"female",16,"White only","4-year degree",1,2214,"unknown","alameda",35.2330040675751,-119.084253358889,1
"320",507,30,6,99,77476.4448288828,"female",16,"White only","4-year degree",1,1035,"stanislaus","stanislaus",37.608483168789,-120.983062022244,1
"321",2001,26,6,37,23518.6789679341,"female",16,"White only","4-year degree",1,638,"los angeles","los angeles",34.0417063246736,-118.370214373613,1
